board_name,board_id,name,position,city,term_end,add_info
"Railroad Board and Railroad Authority, South Dakota State",BoardID=88,Scott Lockwood,Secretary / At Large,Rapid City,10/30/2028,"Biography:
Appointed 2023. 
Scott Lockwood was born in Huron and has lived in Beadle, Brookings, Custer, Fall River, Pennington, Potter, Spink and Walworth counties. He started working for the Chicago & North Western Railroad as a section laborer in 1977 at Rapid City. During his tenure with C&NW he earned a bachelor's degree in Business Administration from Chadron (NE) State College. In 1992 he began working for the Burlington Northern Railroad as a welder at Douglas, Wyoming. His career with BNSF included several promotions - Assistant Roadmaster, Supervisor Maintenance Planning, Manager Maintenance Planning and Assistant Director Maintenance Schedules (Central Region) - which took him to Gillette, Wyoming and Fort Worth, Texas. He retired from BNSF in 2016 and moved back to South Dakota. He enjoys hiking, treasure hunting, genealogy, photography and reading/writing historical books."
"Railroad Board and Railroad Authority, South Dakota State",BoardID=88,Jack Nelson,Vice-chairman / At Large,Volga,10/30/2028,"Biography:
Re-appointed 2024. Jack Nelson grew up on a farm near Lake Preston. After high school, he started working in the local elevator. After 3 years, he was given the opportunity to be a General Manger at two coops where he'd stay for 21 years. In 2002, he made a career change to his current position and entered the ethanol industry. Jack has held positions on both the Lake Preston and Arlington City Councils as well as served on multiple church boards. During his years in Lake Preston, he was trained and certified as an emergency medical technician, which he utilized on local ambulance crews and fire departments. Jack is married and has two children and three cherished grandchildren. Hobbies are aviation, fishing, and spending time with his family."
"Railroad Board and Railroad Authority, South Dakota State",BoardID=88,Steve Scharnweber,Business Management,Pierre,10/30/2026,"Biography:
Appointed 2017. Steve Scharnweber grew up in central Iowa and went to work at C&NW in 1970 after one year at Iowa State University. He worked through several positions until promoted to management in 1977 in Boone, Iowa. Steve left C&NW in 1995 when the Union Pacific purchased the company and came to Pierre SD as Director of Engineering for the DM&E. Promoted to Vice President of Engineering in 1998, he served in that position until retirement in 2008. During that process, the DM&E acquire the old IMRL Railroad and together formed the Cedar American Corporation with Headquarters in Sioux Falls. Retirement with his wife Mary involves traveling to Iowa, Fargo (ND), Helena (MT), and Phoenix (AZ) to see kids and grandkids. Steve's hobbies included hunting and fishing."
"Railroad Board and Railroad Authority, South Dakota State",BoardID=88,Ralph Schmidt,User of Rail Service,Big Stone City,10/30/2028,"Biography:
Appointed 2023.
Ralph grew up in the Big Stone City area as a farmer until 1996. At that time, Ralph was hired with the Sisseton Milbank Railroad (SMRR) as a locomotive engineer. In 1999, Ralph accepted the position of General Manager of the SMRR and continues in that role today. In those 27 years, Ralph has seen many challenges in all aspects of short line railroading. 

In 2009, Ralph, along with his family, started Schmidt Spray Foam Insulation LLC. Our business currently has locations in Milbank and Britton, SD and employs nine people. Ralph serves on the Lockwood Township Board in Roberts County and is currently the president of our homeowner’s association. He is a husband, father and grandfather who loves to spend time fishing and camping with his family. 
"
"Real Estate Commission, South Dakota",BoardID=84,Carol Lawhun,Broker,Rapid City,4/14/2027,
"Real Estate Commission, South Dakota",BoardID=84,Shad Ludemann,Lay Member,Fort Pierre,4/10/2027,
"Real Estate Commission, South Dakota",BoardID=84,Joshua Reisetter,"Vice Chair, Public Member",Brookings,4/11/2026,
"Real Estate Commission, South Dakota",BoardID=84,Bobbie Tibbets,Broker,Sioux Falls,4/14/2027,
"Real Estate Commission, South Dakota",BoardID=84,Jason Tysdal,"Chair, Broker",Spearfish,4/10/2026,
"Record Retention, State Board of",BoardID=211,Beverly Katz,Attorney General's Office,Pierre,,
"Record Retention, State Board of",BoardID=211,Jason Kettwig,Deputy Commissioner,Pierre,,
"Record Retention, State Board of",BoardID=211,Jenna Latham,State Auditor's Office,Pierre,,
"Record Retention, State Board of",BoardID=211,Russell Olson,Auditor General,Pierre,,
"Record Retention, State Board of",BoardID=211,Chelle Somsen,State Archives Office,Pierre,,
Recreational Trails Program Advisory Council,BoardID=171,Ken Buhler,Member,Pierre,,
Recreational Trails Program Advisory Council,BoardID=171,Melvin Fish,Member,Yankton,,
Recreational Trails Program Advisory Council,BoardID=171,Kitty Kinsman,Chair,Rapid City,,
Recreational Trails Program Advisory Council,BoardID=171,Dave Sweet,Member,Sioux Falls,,
Reemployment Assistance Advisory Council (formerly Unemployment Insurance Advisory Council),BoardID=99,Rob Anderson,Employer Rep.,Pierre,,"Biography:
Not Specified"
Reemployment Assistance Advisory Council (formerly Unemployment Insurance Advisory Council),BoardID=99,Marcia Hultman,Public Rep. Chair,Pierre,,
Reemployment Assistance Advisory Council (formerly Unemployment Insurance Advisory Council),BoardID=99,Kari Karst,Employer,Dell Rapids,,
Reemployment Assistance Advisory Council (formerly Unemployment Insurance Advisory Council),BoardID=99,David Owen,Employer Rep.,Sioux Falls,,
Reemployment Assistance Advisory Council (formerly Unemployment Insurance Advisory Council),BoardID=99,Michael Plank,Employee Rep.,Rapid City,,
Reemployment Assistance Advisory Council (formerly Unemployment Insurance Advisory Council),BoardID=99,Pamela Roberts,Public Rep.,Pierre,,
Reemployment Assistance Advisory Council (formerly Unemployment Insurance Advisory Council),BoardID=99,Nathan Sanderson,Employer Rep.,Pierre,,
Reemployment Assistance Advisory Council (formerly Unemployment Insurance Advisory Council),BoardID=99,Douglas Severson,Organized Labor,Sioux Falls,,
Reemployment Assistance Advisory Council (formerly Unemployment Insurance Advisory Council),BoardID=99,Kelsey Smith,Employee Representative,Sturgis,,
"Regents, Board of",BoardID=87,Miles Beacom,,Sioux Falls,3/31/2031,"Biography:
Miles Beacom of Sioux Falls serves as Chief Executive Officer of PREMIER Bankcard, a role he has had since 1993. Beacom currently serves on the Board of Directors for PREMIER Bankcard, LLC, First PREMIER Bank, United National Corporation, and as the 2025 President of the Board of the Sioux Falls Chamber of Commerce. He also serves on the South Dakota Freedom Scholarship Board, the Sioux Empire United Way, Sanford Health International, the Dakota State University Foundation, the Catholic Diocese for Eastern South Dakota, and the USD Beacom School of Business Advisory Board. Miles is a graduate of Dakota State University. In 2009, the University of South Dakota dedicated the Beacom School of Business in his honor."
"Regents, Board of",BoardID=87,Judy Dittman,,Madison,3/31/2029,"Biography:
Dr. Judy Dittman of Madison began her career as a K-10 physical education teacher in the Newell Independent School District before becoming an instructor of health and physical education, as well as the head women’s basketball and softball coach at Dakota State University. After 34 years of teaching at both the University of Iowa and Dakota State University, Dr. Dittman became the Dean of the College of Education at DSU. Since 2013, she served as the Provost and Vice President for Academic Affairs, a professor of physical education and exercise science, the assistant to the president of special programs, and the Dean of the College of Arts and Sciences at DSU. Dr. Dittman retired in 2020. Appointed by Governor Noem in 2023, his term will expire in 2029."
"Regents, Board of",BoardID=87,Randy Frederick,Secretary,Hayti,3/31/2029,"Biography:
Randy Frederick of Hayti served for 12 years in the South Dakota State Legislature and was the Chairman of the Senate Appropriations Committee for six years. He was also a member of Governor Rounds’ transition team and a Legislative Task Force Member. Appointed by Governor Noem in 2023, his term will expire in 2029."
"Regents, Board of",BoardID=87,James Lochner,,Dakota Dunes,3/31/2027,"Biography:
Jim Lochner of Dakota Dunes served as Chief Operations Officer of Tyson Foods from 2009 until he retired in 2014. Prior to that, he was given responsibility for Tyson’s Fresh Meat Business in 2001. Lochner also served on executive committees with various trade organizations, including the American Meat Institute and National Cattlemen’s Beef Association. He lives in Dakota Dunes and graduated from the University of Wisconsin-Madison with bachelor’s and master’s degrees in meat and animal science. Appointed by Governor Noem in 2023, his term will expire in 2027."
"Regents, Board of",BoardID=87,Jeffrey Partridge,Vice President,Rapid City,3/31/2027,"Biography:
Jeff Partridge, Rapid City, is president of Partridge Financial Services. He served on the Rapid City Common Council from 2003-05, including a term as the council’s vice president. Partridge was on the legislature’s budget-setting Joint Appropriations Committee for six years, while serving terms in the House of Representatives from 2015-17 and in the Senate from 2017-21. He is a graduate of Augustana University. Appointed by Gov. Noem in 2021, his term will expire in 2027. 



"
"Regents, Board of",BoardID=87,Griffin Petersen,Student Regent,Onida,6/30/2026,
"Regents, Board of",BoardID=87,Rasmussen Randy,,Vermillion,3/31/2028,"Biography:
Randy Rasmussen of Vermilion worked in the family business for many years and has had the pleasure of interacting with employees, students, and family members of the University of South Dakota community. Rasmussen graduated from the University of South Dakota with a bachelor’s degree in accounting and from Grand Canyon University with a master’s degree in business administration. He is currently the payroll supervisor for HoChunk, Inc. Appointed by Governor Noem in 2023, his term will expire in 2028."
"Regents, Board of",BoardID=87,Timothy Rave,President,Baltic,3/31/2027,"Biography:
Tim Rave, Baltic, is president and CEO of the South Dakota Association of Healthcare Organizations. He served in both chambers of the South Dakota Legislature, first in the House of Representatives from 2003-11, where he became Speaker of the House, and later in the Senate from 2011-15, where he was the majority leader. Rave attended South Dakota State University and graduated from the University of Sioux Falls. Appointed by Gov. Noem in 2021, his term will expire in 2027."
"Regents, Board of",BoardID=87,Pam Roberts,,Pierre,3/31/2028,"Biography:
Pam Roberts of Pierre, holds a bachelor’s degree in commercial economics from South Dakota State University. She retired from state government after a career in senior leadership roles, serving on the cabinet of five South Dakota governors, including positions as state labor secretary, state personnel commissioner, and chief of operations.?? Roberts and her husband, Clay, operate their family’s ranch in Stanley and Lyman counties. Appointed by Governor Daugaard in 2016 and? reappointed by Governor Noem in 2022, her term will expire in 2028."
Research and Commercialization Council,BoardID=1,Liza Clark,"Commissioner, Bureau of Finance and Management",Pierre,,
Research and Commercialization Council,BoardID=1,Darren Haar,Member at Large,Rapid City,6/30/2022,
Research and Commercialization Council,BoardID=1,Jaret Heise,Member at Large,Lead,6/30/2022,
Research and Commercialization Council,BoardID=1,Kathryn Johnson,Member at Large,Hill City,6/30/2022,
Research and Commercialization Council,BoardID=1,David Link,Member at Large,Sioux Falls,6/30/2022,
Research and Commercialization Council,BoardID=1,Brian Maher,"Executive Director, SD Board of Regents",Pierre,,
Research and Commercialization Council,BoardID=1,Jim Morgan,SD Board of Regents Member,Brookings,,
Research and Commercialization Council,BoardID=1,Eddie Sullivan,Member at Large,Tea,6/30/2022,
Research and Commercialization Council,BoardID=1,Steve Westra,Rep-Governor's Office of Economic Development,Pierre,,
School Finance Accountability Board,BoardID=165,Mitchell Brooks,,Madison,6/30/2028,"Biography:
Appointment/Effective Date: November 21, 2024"
School Finance Accountability Board,BoardID=165,Kelly Daughters,,Faith,6/30/2028,"Biography:
Appointment/Effective Date: November 21, 2024"
School Finance Accountability Board,BoardID=165,Eric Stroeder,,Mobridge,6/30/2028,
School Finance Accountability Board,BoardID=165,Jim Terwilliger,,Pierre,6/30/2028,
School Finance Accountability Board,BoardID=165,Abi Van Regenmorter,,De Smet,6/30/2028,
Science and Technology Authority,BoardID=89,Ani Aprahamian,Board Member,Notre Dame,12/9/2027,"Biography:
Link to bio: http://www.sanfordlab.org/sdsta/board_members/96"
Science and Technology Authority,BoardID=89,Dana Dykhouse,Vice-Chair,Sioux Falls,8/14/2026,"Biography:
Link to bio: http://www.sanfordlab.org/sdsta/board_members/92"
Science and Technology Authority,BoardID=89,Steve Elliot,"Board Member, ex officio",Spearfish,,"Biography:
https://sanfordlab.org/sdsta/board-member/steve-elliott"
Science and Technology Authority,BoardID=89,Chris Fall,Board Member,"Arlington, VA",8/8/2027,"Biography:
Link to bio: https://www.sanfordlab.org/sdsta/board-member/dr-chris-fall-0"
Science and Technology Authority,BoardID=89,Patricia Lebrun,Secretary/Treasurer,Rapid City,8/8/2028,"Biography:
Link to bio: http://www.sanfordlab.org/sdsta/board_members/94"
Science and Technology Authority,BoardID=89,Roger Musick,Board Member,Mitchell,8/8/2028,"Biography:
Link to bio: http://sanfordlab.org/sdsta/board-member/roger-musick"
Science and Technology Authority,BoardID=89,Casey Peterson,Chairperson,Rapid City,8/8/2027,"Biography:
Link to bio: http://www.sanfordlab.org/sdsta/board_members/93"
Science and Technology Authority,BoardID=89,Brian Tande,"Board Member, ex officio",Rapid City,,"Biography:
https://sanfordlab.org/people/brian-tande"
Science and Technology Authority,BoardID=89,Ronald Wheeler,Board Member,"Engelwood, FL",4/9/2025,"Biography:
Link to bio: http://www.sanfordlab.org/sdsta/board_members/99"
